Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
388,Beno Udrih,SG,31,NYK,11,4,15.1,1.7,4.5,.388,0.5,1.2,.462,1.2,3.3,.361,0.0,0.2,.000,0.5,1.4,1.9,2.4,0.2,0.0,1.3,1.6,4.0
389,Jonas Valanciunas,C,21,TOR,17,17,27.2,3.9,8.1,.482,0.0,0.0,,3.9,8.1,.482,1.4,1.8,.774,2.8,4.8,7.6,0.5,0.4,1.1,1.8,3.1,9.2
390,Anderson Varejao,C,31,CLE,18,9,29.4,3.7,7.2,.519,0.0,0.2,.000,3.7,6.9,.536,1.5,2.2,.692,2.7,5.3,8.0,2.1,1.3,0.7,1.0,2.6,8.9
391,Greivis Vasquez,PG,27,SAC,16,16,26.3,3.9,8.8,.443,0.9,2.9,.319,2.9,5.8,.505,1.8,1.9,.933,0.3,1.8,2.1,5.3,0.4,0.0,1.6,2.3,10.4
392,Jan Vesely,PF,23,WAS,12,1,18.0,1.1,2.6,.419,0.0,0.0,,1.1,2.6,.419,0.5,1.0,.500,2.3,2.4,4.7,0.2,1.1,0.6,0.9,2.2,2.7
393,Charlie Villanueva,PF,29,DET,5,0,7.6,2.0,4.4,.455,0.8,2.6,.308,1.2,1.8,.667,0.0,0.0,,0.2,1.0,1.2,0.0,0.2,0.4,0.2,0.4,4.8
394,Nikola Vucevic,C,23,ORL,17,17,33.2,6.2,11.5,.544,0.0,0.0,,6.2,11.5,.544,2.2,2.9,.776,3.1,7.8,10.9,2.5,1.1,1.1,2.7,2.8,14.7
395,Dwyane Wade,SG,32,MIA,14,14,33.7,7.3,13.7,.531,0.1,0.6,.250,7.1,13.1,.543,3.8,5.4,.707,0.8,3.9,4.6,5.4,2.1,0.6,3.6,2.4,18.5
396,Dion Waiters,SG,22,CLE,16,9,28.3,5.1,12.4,.412,1.3,3.3,.404,3.8,9.2,.415,2.6,3.8,.672,0.4,2.8,3.3,2.6,1.3,0.3,2.6,2.2,14.1
397,Kemba Walker,PG,23,CHA,19,19,34.8,6.1,15.9,.381,1.3,4.4,.301,4.7,11.5,.411,3.2,4.0,.789,0.7,3.6,4.3,4.2,1.5,0.5,2.5,1.5,16.6
398,John Wall,PG,23,WAS,18,18,37.2,6.7,16.2,.416,1.2,3.6,.344,5.5,12.6,.436,4.3,5.2,.839,0.5,3.9,4.4,9.2,2.3,0.3,3.3,1.7,19.0
399,Gerald Wallace,SF,31,BOS,20,4,24.7,1.9,3.7,.500,0.5,1.2,.435,1.4,2.6,.529,0.6,1.5,.400,0.6,3.0,3.5,2.7,1.5,0.2,2.2,1.7,4.8
400,C.J. Watson,PG,29,IND,18,3,20.8,2.2,5.5,.394,0.9,2.6,.340,1.3,2.9,.442,1.3,1.5,.852,0.3,1.3,1.6,2.1,0.7,0.1,0.8,1.1,6.5
401,Earl Watson,PG,34,POR,4,0,5.5,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,0.0,0.0,,0.3,0.3,0.5,1.3,0.0,0.0,0.8,1.5,0.0
402,Martell Webster,SF,27,WAS,18,10,33.7,4.2,9.3,.452,2.5,6.1,.409,1.7,3.2,.534,1.5,1.8,.844,0.9,3.9,4.8,2.3,1.1,0.3,0.6,1.9,12.4
403,David West,PF,33,IND,19,19,30.2,5.2,11.7,.441,0.1,0.3,.200,5.1,11.4,.447,2.1,2.7,.784,1.3,6.1,7.3,3.1,1.0,1.1,1.3,2.1,12.5
404,Russell Westbrook,PG,25,OKC,14,14,33.4,7.3,18.5,.394,1.5,4.4,.339,5.8,14.1,.411,4.6,6.3,.727,1.2,3.4,4.6,5.6,1.8,0.1,3.8,2.4,20.6
405,Deron Williams,PG,29,BRK,9,9,24.1,3.6,8.8,.405,1.0,2.7,.375,2.6,6.1,.418,1.2,1.6,.786,0.0,1.8,1.8,6.0,0.6,0.2,2.7,1.9,9.3
406,Derrick Williams,PF-SF,22,TOT,14,3,17.3,2.2,5.7,.388,0.1,1.4,.100,2.1,4.3,.483,1.4,1.6,.826,0.2,2.6,2.8,0.4,0.4,0.3,0.7,1.1,5.9
406,Derrick Williams,PF,22,MIN,11,0,14.7,1.7,4.9,.352,0.2,1.4,.133,1.5,3.5,.436,1.3,1.5,.875,0.3,2.1,2.4,0.1,0.4,0.4,0.5,0.8,4.9
406,Derrick Williams,SF,22,SAC,3,3,26.7,4.0,8.7,.462,0.0,1.7,.000,4.0,7.0,.571,1.7,2.3,.714,0.0,4.3,4.3,1.3,0.7,0.0,1.3,2.0,9.7
407,Elliot Williams,SG,24,PHI,6,0,10.3,0.8,3.3,.250,0.3,1.7,.200,0.5,1.7,.300,0.8,1.0,.833,0.7,1.0,1.7,0.0,0.0,0.2,0.5,1.3,2.8
408,Louis Williams,PG,27,ATL,7,2,20.3,2.9,8.1,.351,1.0,3.3,.304,1.9,4.9,.382,1.1,1.3,.889,0.6,1.4,2.0,3.6,0.4,0.3,0.6,0.9,7.9
409,Marvin Williams,PF,27,UTA,13,5,26.0,4.0,8.5,.468,1.7,4.2,.407,2.3,4.4,.526,0.7,1.0,.692,1.3,3.8,5.2,1.1,0.8,0.4,0.9,2.7,10.4
410,Mo Williams,PG,31,POR,18,0,25.2,3.8,9.1,.415,0.9,2.4,.386,2.8,6.7,.425,0.7,0.7,.923,0.6,1.4,1.9,4.6,0.7,0.3,2.3,2.9,9.2
411,Shawne Williams,PF,27,LAL,16,5,18.9,1.8,5.2,.349,1.3,3.7,.339,0.6,1.5,.375,0.1,0.3,.500,0.9,3.2,4.1,1.1,0.6,0.9,0.7,3.4,5.0
412,Jeff Withey,C,23,NOP,8,0,6.0,0.6,0.9,.714,0.0,0.0,,0.6,0.9,.714,1.0,1.3,.800,0.6,0.8,1.4,0.3,0.3,0.3,0.4,0.6,2.3
413,Nate Wolters,PG,22,MIL,14,7,26.5,2.9,7.2,.406,0.1,1.5,.095,2.8,5.7,.488,1.4,1.9,.741,0.7,2.0,2.7,4.4,0.7,0.4,1.2,1.4,7.4
414,Metta World Peace,SF,34,NYK,15,0,16.7,2.4,6.5,.367,0.7,2.4,.278,1.7,4.1,.419,0.3,0.5,.714,0.6,1.7,2.3,0.7,0.9,0.5,0.7,1.9,5.8
415,Dorell Wright,SF,28,POR,19,0,14.4,1.6,4.1,.385,0.9,2.7,.346,0.6,1.4,.462,0.7,0.8,.813,0.5,2.4,2.8,0.7,0.2,0.2,0.4,0.8,4.8
416,Tony Wroten,SG,20,PHI,17,4,24.5,4.7,10.9,.430,0.6,3.1,.208,4.1,7.8,.519,2.1,3.8,.563,0.9,2.1,3.0,3.1,1.0,0.2,2.4,2.0,12.2
417,Nick Young,SG,28,LAL,18,6,25.0,4.9,11.2,.441,1.3,3.7,.364,3.6,7.6,.478,2.9,3.7,.803,0.5,1.5,2.0,1.2,1.0,0.2,0.9,2.3,14.2
418,Thaddeus Young,PF,25,PHI,16,15,33.2,6.8,14.3,.478,0.9,2.1,.412,5.9,12.1,.490,1.9,2.9,.652,2.6,4.6,7.2,1.5,1.4,0.6,1.8,2.5,16.4
419,Cody Zeller,C,21,CHA,19,0,18.5,1.8,5.4,.333,0.0,0.0,,1.8,5.4,.333,1.2,1.6,.742,1.6,2.5,4.1,0.9,0.6,0.4,1.3,2.4,4.8
420,Tyler Zeller,C,24,CLE,12,0,7.8,0.8,1.7,.500,0.0,0.0,,0.8,1.7,.500,0.6,0.7,.875,0.4,1.4,1.8,0.2,0.2,0.3,0.4,1.2,2.3
